original_invoice_id,extraction_status,error_message,extracted_number,extracted_po_number,extracted_amount,extracted_tax_amount,extracted_currency_code,extracted_date,extracted_due_date,extracted_payment_term_days,extracted_vendor,extracted_line_items
19882027,success,NA,056298177,NA,80.99,0.0,GBP,2020-12-14,NA,NA,Andrew Page,"[{""description"": ""THERMOSTAT & HOUSING VARIOUS B"", ""quantity"": 1.0, ""unit_price"": 20.37, ""total"": 20.37}, {""description"": ""THERMOSTAT"", ""quantity"": 1.0, ""unit_price"": 8.67, ""total"": 8.67}, {""description"": ""THERMOSTAT VARIOUS BMW VARI OUS MODELS (97C)"", ""quantity"": 1.0, ""unit_price"": 16.75, ""total"": 16.75}, {""description"": ""EGR THERMOSTAT VARIOUS BMW VARIOUS MODELS (70C)"", ""quantity"": 1.0, ""unit_price"": 13.29, ""total"": 13.29}, {""description"": ""EGR THERMOSTAT VARIOUS BMW VARIOUS MODELS (70C)"", ""quantity"": 1.0, ""unit_price"": 7.47, ""total"": 7.47}, {""description"": ""THERMOSTAT VARIOUS BMW/MINI 1"", ""quantity"": 1.0, ""unit_price"": 5.29, ""total"": 5.29}, {""description"": ""THERMOSTAT"", ""quantity"": 1.0, ""unit_price"": 1.62, ""total"": 1.62}, {""description"": ""THERMOSTAT HOUSING-CIRCOLI WITHOUT THERMOSTAT"", ""quantity"": 1.0, ""unit_price"": 5.35, ""total"": 5.35}, {""description"": ""THERMOSTAT VAG/SEAT/VOLVO VARI"", ""quantity"": 1.0, ""unit_price"": 0.99, ""total"": 0.99}, {""description"": ""THERMOSTAT"", ""quantity"": 1.0, ""unit_price"": 1.19, ""total"": 1.19}]"
20206042,success,NA,5448876811,NA,9170.0,0.0,USD,2021-12-08,2022-01-25,45,Agent-Maersk Logistics & Services UK Ltd,"[{""description"": ""Basic Ocean Freight"", ""quantity"": 2.0, ""unit_price"": 3946.0, ""total"": 7892.0}, {""description"": ""Bunker Adjustment Factor"", ""quantity"": 2.0, ""unit_price"": 629.0, ""total"": 1258.0}, {""description"": ""Low Sulphur Surcharge"", ""quantity"": 2.0, ""unit_price"": 10.0, ""total"": 20.0}]"
21074865,success,NA,96285545,NA,92659.75,15443.29,GBP,2024-10-09,2025-03-19,180,NTN Bearings (UK) Ltd,"[{""description"": ""R151.35"", ""quantity"": 2.0, ""unit_price"": 12.78, ""total"": 25.56}, {""description"": ""R181.26"", ""quantity"": 11.0, ""unit_price"": 40.9, ""total"": 449.9}, {""description"": ""R141.03"", ""quantity"": 6.0, ""unit_price"": 30.03, ""total"": 180.18}, {""description"": ""R181.26"", ""quantity"": 9.0, ""unit_price"": 40.9, ""total"": 368.1}, {""description"": ""R141.03"", ""quantity"": 8.0, ""unit_price"": 30.03, ""total"": 240.24}, {""description"": ""R181.26"", ""quantity"": 2.0, ""unit_price"": 40.9, ""total"": 81.8}, {""description"": ""R151.35"", ""quantity"": 5.0, ""unit_price"": 12.78, ""total"": 63.9}, {""description"": ""KB957.14"", ""quantity"": 6.0, ""unit_price"": 6.72, ""total"": 40.32}, {""description"": ""KB957.14"", ""quantity"": 8.0, ""unit_price"": 6.72, ""total"": 53.76}, {""description"": ""R181.26"", ""quantity"": 5.0, ""unit_price"": 40.9, ""total"": 204.5}, {""description"": ""KB957.14"", ""quantity"": 3.0, ""unit_price"": 6.72, ""total"": 20.16}, {""description"": ""KB655.40"", ""quantity"": 15.0, ""unit_price"": 12.74, ""total"": 191.1}, {""description"": ""KB957.14"", ""quantity"": 10.0, ""unit_price"": 6.72, ""total"": 67.2}]"
21147553,error,Could not download PDF from URL for 22112024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14178438,error,Could not download PDF from URL for 22092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20630405,success,NA,240443,29062,42.78,7.13,GBP,2023-04-19,2023-05-19,30,Tomo Prestige Ltd,"[{""description"": ""DPD DELIVERY MRP"", ""quantity"": 1.0, ""unit_price"": 5.95, ""total"": 5.95}, {""description"": ""TIE ROD B"", ""quantity"": 1.0, ""unit_price"": 29.7, ""total"": 29.7}, {""description"": ""Stock Order"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""You were served by Sonny"", ""quantity"": 0.0, ""unit_price"": 0.0, ""total"": 0.0}]"
14302419,error,Could not download PDF from URL for 10122018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14610730,success,NA,IN688080,25326,133.64,22.27,GBP,2019-07-16,2019-10-14,90,ELRING PARTS LTD,"[{""description"": ""SEAT / VW AIR CONTROL FLAP"", ""quantity"": 1.0, ""unit_price"": 103.87, ""total"": 103.87}, {""description"": ""NEXT DAY CARRIAGE"", ""quantity"": 1.0, ""unit_price"": 7.5, ""total"": 7.5}]"
19923443,success,NA,701 / 9001806,7010251701,107.98,18.0,GBP,2021-01-29,NA,NA,MCCONECHYS AYR,"[{""description"": ""Renew Both Front Tyres(Fully Fitted)"", ""quantity"": 1.0, ""unit_price"": 89.98, ""total"": 89.98}]"
14416288,success,NA,0000357069,23824,59.24,9.87,GBP,2019-03-04,2019-05-03,60,Freeman Automotive (UK) Ltd,"[{""description"": ""EBC BRAKE DISCS (2)"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""EBC GREENSTUFF BRAKE PADS"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""EBC Brake Pad & Disc Kit"", ""quantity"": 1.0, ""unit_price"": 98.73, ""total"": 49.37}]"
13678089,error,Could not download PDF from URL for 10112017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223242,error,Could not download PDF from URL for 19102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14360441,error,Could not download PDF from URL for 25012019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20149867,success,NA,8387,NA,1250.66,208.44,GBP,2021-10-12,NA,NA,M3J SOLUTIONS LTD.,"[{""description"": ""WOOLWICH LOCAL WEEKDAYS"", ""quantity"": 5.0, ""unit_price"": 180.02, ""total"": 900.1}, {""description"": ""WOOLWICH LOCAL SATURDAY"", ""quantity"": 1.0, ""unit_price"": 142.12, ""total"": 142.12}]"
14125849,error,Could not download PDF from URL for 21082018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19965939,error,Could not download PDF from URL for n0014013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21067036,success,NA,AML 287406,814953,1543.26,257.21,GBP,2024-08-30,NA,NA,AMEREX LIMITED,"[{""description"": ""Cold Reduced Sheet to BS EN 10130 : 2006 1.000mm x 1250.000mm x 915.000mm 883770101"", ""quantity"": 43.0, ""unit_price"": 11.45, ""total"": 492.35}, {""description"": ""Cold Reduced Sheet to BS EN 10130 : 2006 1.000mm x 625.000mm x 1250.000mm 883770091"", ""quantity"": 44.0, ""unit_price"": 7.75, ""total"": 341.0}, {""description"": ""Cold Reduced Sheet to BS EN 10130 : 2006 1.000mm x 625.000mm x 625.000mm 883770071"", ""quantity"": 16.0, ""unit_price"": 3.8, ""total"": 60.8}, {""description"": ""Cold Reduced Sheet to BS EN 10130 : 2006 1.000mm x 460.000mm x 460.000mm"", ""quantity"": 10.0, ""unit_price"": 2.55, ""total"": 25.5}, {""description"": ""Cold Reduced Sheet to BS EN 10130 : 2006 1.200mm x 625.000mm x 1525.000mm 883770021"", ""quantity"": 32.0, ""unit_price"": 11.45, ""total"": 366.4}]"
14316027,error,Could not download PDF from URL for 19122018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13637127,success,NA,102503,401902,235.2,39.2,GBP,2020-06-19,2020-07-30,30,Tecalemit Garage Equipment Co Ltd,"[{""description"": ""WAS Wheel Alignment System Calibration"", ""quantity"": 1.0, ""unit_price"": 196.0, ""total"": 196.0}]"
20288105,error,Could not download PDF from URL for 16032022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19800713,success,NA,1015222735,24441,131.59,21.93,EUR,2020-08-28,NA,30,Federal-Mogul Aftermarket UK Ltd,"[{""description"": ""VO-TC-14759 Track control arm"", ""quantity"": 1.0, ""unit_price"": 51.08, ""total"": 51.08}, {""description"": ""VO-TC-14760 Track control arm"", ""quantity"": 1.0, ""unit_price"": 51.08, ""total"": 51.08}]"
20915186,success,NA,212392,986074,172.13,28.68,GBP,2024-03-22,NA,30,W S Services Ltd t/a Konig UK,"[{""description"": ""*SET-Konig 140 Softwax Set 120 Wood Cols (720) 20x4cm"", ""quantity"": 1.0, ""unit_price"": 18.87, ""total"": 13.21}, {""description"": ""SET-Konig 140 Softwax Set 550 (150) White Cols 10x 8cm"", ""quantity"": 2.0, ""unit_price"": 18.87, ""total"": 26.42}, {""description"": ""SET-KO140 Softwax SET 973 Medium Wood Shades 10x8cm"", ""quantity"": 1.0, ""unit_price"": 18.87, ""total"": 13.21}, {""description"": ""SET-Konig 141 Hardwax Set 550(150) White Cols 10x 8cm"", ""quantity"": 1.0, ""unit_price"": 30.01, ""total"": 21.01}, {""description"": ""*EACH-Konig 161500 Special Applicator"", ""quantity"": 3.0, ""unit_price"": 7.68, ""total"": 16.14}, {""description"": ""*EACH-Konig 338300 Spec Repair Lac PLUS Silk Matt 400ml"", ""quantity"": 2.0, ""unit_price"": 16.25, ""total"": 22.76}, {""description"": ""*EACH-Battery Operated Heating Iron (438650)"", ""quantity"": 1.0, ""unit_price"": 36.0, ""total"": 25.2}]"
20403554,error,Could not download PDF from URL for 22072022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20727388,success,NA,352354739,000371777/KLL,35.02,5.84,GBP,2023-08-04,2024-01-31,180,LESJÖFORS,"[{""description"": ""COIL RR BMW"", ""quantity"": 1.0, ""unit_price"": 22.18, ""total"": 22.18}, {""description"": ""Next day parcel deliv. FedEx"", ""quantity"": 1.0, ""unit_price"": 7.0, ""total"": 7.0}]"
14939924,success,NA,SL06114286INV,NA,313.2,52.2,GBP,2020-03-26,2020-04-30,NA,NORTHGATE Vehicle Hire,"[{""description"": ""V01 - Car Derived Vans"", ""quantity"": 22.0, ""unit_price"": 10.5, ""total"": 231.0}, {""description"": ""BUSINESS COLLECTION"", ""quantity"": 1.0, ""unit_price"": 5.0, ""total"": 5.0}, {""description"": ""ABORTIVE COLLECTION"", ""quantity"": 1.0, ""unit_price"": 25.0, ""total"": 25.0}]"
20537751,error,Could not download PDF from URL for 06012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19789203,error,Could not download PDF from URL for 29092020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14055072,error,Could not download PDF from URL for 11072018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14011268,error,Could not download PDF from URL for 17062018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14395723,success,NA,15070732,223620,61069.96,NA,EUR,2019-01-04,NA,NA,Automotive Spare Parts AG,"[{""description"": ""HEADLAMP"", ""quantity"": 36.0, ""unit_price"": 128.0, ""total"": 4608.0}, {""description"": ""HEADLAMP"", ""quantity"": 6.0, ""unit_price"": 327.5, ""total"": 1965.0}, {""description"": ""HEADLAMP"", ""quantity"": 34.0, ""unit_price"": 39.67, ""total"": 1348.78}, {""description"": ""INDICATOR"", ""quantity"": 8.0, ""unit_price"": 10.27, ""total"": 82.16}, {""description"": ""FOG LAMP"", ""quantity"": 108.0, ""unit_price"": 23.88, ""total"": 2579.04}, {""description"": ""FOG LAMP"", ""quantity"": 108.0, ""unit_price"": 23.88, ""total"": 2579.04}, {""description"": ""FOG LAMP"", ""quantity"": 48.0, ""unit_price"": 28.52, ""total"": 1368.96}, {""description"": ""INDICATOR"", ""quantity"": 15.0, ""unit_price"": 8.03, ""total"": 120.45}, {""description"": ""REARLAMP"", ""quantity"": 2.0, ""unit_price"": 18.14, ""total"": 36.28}, {""description"": ""REARLAMP"", ""quantity"": 25.0, ""unit_price"": 16.63, ""total"": 415.75}, {""description"": ""REARLAMP"", ""quantity"": 16.0, ""unit_price"": 16.63, ""total"": 266.08}]"
13786940,success,NA,8W821441,PL4398 -2018,576.0,96.0,GBP,2018-01-31,2018-02-28,NA,DSV Road Limited,"[{""description"": ""AGREED FREIGHT"", ""quantity"": 1.0, ""unit_price"": 480.0, ""total"": 480.0}]"
14195316,error,Could not download PDF from URL for 02102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20783491,success,NA,58106001,29358,46.2,7.7,GBP,2023-10-13,NA,180,ThyssenKrupp Bilstein,"[{""description"": ""VOLVO S40 R:B4"", ""quantity"": 2.0, ""unit_price"": 18.87, ""total"": 37.74}]"
21134783,error,Could not download PDF from URL for 11112024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20464858,error,Could not download PDF from URL for 922525322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19846097,error,Could not download PDF from URL for 27112020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20555763,error,Could not download PDF from URL for 25012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21122840,success,NA,665 / 9040287,7019122476,32.4,5.4,GBP,2024-10-09,NA,NA,Halfords autocentre,"[{""description"": ""Oil And Filter Service"", ""quantity"": 1.0, ""unit_price"": 27.0, ""total"": 27.0}]"
20382574,error,Could not download PDF from URL for 29062022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20666422,error,Could not download PDF from URL for 01062023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14096726,error,Could not download PDF from URL for 03082018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14164281,success,NA,3650,NA,11154.0,1859.0,GBP,2018-09-13,NA,NA,M3J SOLUTIONS LTD.,"[{""description"": ""HAYES LOCAL WEEKDAYS"", ""quantity"": 50.0, ""unit_price"": 160.55, ""total"": 8027.5}, {""description"": ""HAYES LOCAL SATURDAY"", ""quantity"": 10.0, ""unit_price"": 126.75, ""total"": 1267.5}]"
13895438,error,Could not download PDF from URL for 12042018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20472333,success,NA,A7430748933,MO288953,66.0,11.0,GBP,2022-10-12,2022-11-11,30,ATS Euromaster Limited,"[{""description"": ""DRIVERS NAME CLAIRE WORK SHEET NO 12834770 INTERIM SERVICE FOR ECP REASON FOR REPLACEMENT N/A POSITION ON VEHICLE N/A TREAD DEPTH REMAINING N/A"", ""quantity"": 1.0, ""unit_price"": 55.0, ""total"": 55.0}]"
13745550,success,NA,A3240869968,MO103267,96.0,16.0,GBP,2018-01-11,2018-02-10,30,ATS EUROMASTER,"[{""description"": ""DRIVERS NAME MR LAVER WORK SHEET NO 25849183 185/65HR15 TIGAR HP TL LABELLING INFO* : C/C/2/70"", ""quantity"": 2.0, ""unit_price"": 40.0, ""total"": 80.0}, {""description"": ""WHEEL BALANCE-CAR(A)"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""SCRAP DISPOSAL CAR VAN 4X4"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""TUBELESS VALVE FITTED - CAR"", ""quantity"": 2.0, ""unit_price"": 0.0, ""total"": 0.0}]"
13642742,success,NA,0003/00582214,NA,208.64,34.77,GBP,2020-06-29,NA,NA,Nova Leisure,"[{""description"": ""BRINK VERTICAL DETACHABLE TOWBAR B590700"", ""quantity"": 1.0, ""unit_price"": 173.87, ""total"": 173.87}]"
14101387,success,NA,SI-00412699,SO-00490238,9.0,1.5,GBP,2018-03-03,2018-10-31,NA,The Tool Connection Ltd,"[{""description"": ""Caliper Brake Pad Socket 20mm x 10pt"", ""quantity"": 1.0, ""unit_price"": 4.0, ""total"": 4.0}]"
13733330,success,NA,379721,19893,111.14,18.52,GBP,2018-01-03,NA,NA,POWERFLEX,"[{""description"": ""FORD FOCUS RS FRONT WISHBONE BUSH 895"", ""quantity"": 2.0, ""unit_price"": 19.77, ""total"": 15.82}, {""description"": ""FOCUS FRONT ANTI ROLL BAR BUSH 895"", ""quantity"": 2.0, ""unit_price"": 16.46, ""total"": 13.16}, {""description"": ""FOCUS REAR ANTI ROLL BAR BUSH"", ""quantity"": 2.0, ""unit_price"": 16.46, ""total"": 13.16}, {""description"": ""Rear TCA Outer Bush 895"", ""quantity"": 2.0, ""unit_price"": 22.81, ""total"": 18.24}, {""description"": ""REAR TCA INNER BUSH 895"", ""quantity"": 2.0, ""unit_price"": 22.81, ""total"": 18.24}, {""description"": ""DPD NEXT DAY UK MAINLAND 0-5KGS"", ""quantity"": 2.0, ""unit_price"": 7.0, ""total"": 14.0}]"
14335367,error,Could not download PDF from URL for 08012019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20655081,success,NA,160111046,NA,35.42,5.9,GBP,2023-05-17,2023-07-31,NA,Tool Connection Ltd,"[{""description"": ""Ignition Coil Puller Tool - for VAG"", ""quantity"": 1.0, ""unit_price"": 29.52, ""total"": 29.52}]"
19800691,success,NA,2257188339,403755,1200.54,200.09,GBP,2020-10-02,2020-12-31,NA,ROBERT BOSCH LTD.,"[{""description"": ""ESI[tronic] A (1 year) / Download"", ""quantity"": 1.0, ""unit_price"": 15.0, ""total"": 12.75}, {""description"": ""Master Package (1 year) / Download"", ""quantity"": 1.0, ""unit_price"": 1158.0, ""total"": 984.3}, {""description"": ""ESI[tronic] A (1 year) add. license / Download"", ""quantity"": 2.0, ""unit_price"": 1.0, ""total"": 1.7}, {""description"": ""Master Package (1 year) add. license / Download"", ""quantity"": 2.0, ""unit_price"": 1.0, ""total"": 1.7}]"
20549352,error,Could not download PDF from URL for 19012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14508314,error,Could not download PDF from URL for 09052019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14904616,success,NA,949163,802858,22.62,NA,USD,2020-02-10,2020-04-10,60,"A.P.A. Industries, Inc.","[{""description"": ""Engine Compartment Seal REF# 911 504 113 02"", ""quantity"": 3.0, ""unit_price"": 7.54, ""total"": 22.62}]"
20109447,success,NA,41725,NA,2300.52,383.42,GBP,2021-08-26,NA,NA,Complete Automotive Aftermarket Solutions Ltd,"[{""description"": ""603220371-CSPR1770-PAS RACK MERCEDES SPRINTER (906) / VW CRA"", ""quantity"": 10.0, ""unit_price"": 191.71, ""total"": 1917.1}]"
20871020,error,Could not download PDF from URL for 31012024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21216907,success,NA,MX12547351,22600226718,670.57,111.76,GBP,2025-02-05,NA,NA,MARATHON WAREHOUSE DISTRIBUTION,"[{""description"": ""EPCN7037TA 2F07 (R103-E6) DPF"", ""quantity"": 1.0, ""unit_price"": 558.81, ""total"": 558.81}]"
13825908,error,Could not download PDF from URL for ALDERSHOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20783147,error,Failed to extract invoice data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14418483,error,Could not download PDF from URL for 06032019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20216070,success,NA,473994,217885,1770.19,295.03,GBP,2021-12-21,NA,NA,POWERFLEX,"[{""description"": ""REAR BEAM TO CHASSIS BUSH"", ""quantity"": 114.0, ""unit_price"": 32.35, ""total"": 1475.16}]"
14938773,success,NA,A4080103006,MO208313,16.57,2.76,GBP,2020-03-23,2020-04-22,30,ATS Euromaster Limited,"[{""description"": ""MINOR PUNCTURE REPAIR - CAR"", ""quantity"": 1.0, ""unit_price"": 13.81, ""total"": 13.81}, {""description"": ""WHEEL BALANCE-CAR(A)"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""TL VALVE OR CAP-CORE TPMS CAR"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
20200138,error,Could not download PDF from URL for 04122021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20872426,success,NA,INV-30846,NA,1416.0,236.0,GBP,2024-01-05,2024-02-04,30,Automotive cooling services,"[{""description"": ""COMBUSTION LEAK TESTER KIT"", ""quantity"": 40.0, ""unit_price"": 29.5, ""total"": 1180.0}]"
13889710,error,Could not download PDF from URL for 10042018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20054451,error,Could not download PDF from URL for 25062021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20244130,success,NA,2257284754,403403,1119.96,186.66,GBP,2022-01-25,2022-05-31,NA,ROBERT BOSCH LTD.,"[{""description"": ""ESI 2.0 Advanced 12 months / Download DiSS Deb.rq.w. sale : D794263846"", ""quantity"": 1.0, ""unit_price"": 1095.0, ""total"": 930.75}, {""description"": ""ESI 2.0 Advanced 12 months AL / Download DiSS Deb.rq.w. sale : D794263847"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 0.85}, {""description"": ""ESI 2.0 Advanced 12 months AL / Download DiSS Deb.rq.w. sale : D794263848"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 0.85}, {""description"": ""CoRe for ESI 2.0 packages 12 months / Download DiSS Deb.rq.w. sale : D794263849"", ""quantity"": 1.0, ""unit_price"": 1.0, ""total"": 0.85}]"
20615584,error,Could not download PDF from URL for E3086757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14233678,error,Could not download PDF from URL for 26102018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20266220,success,NA,5449045151,NPOS02495,802.0,0.0,GBP,2022-02-20,2022-02-25,5,Agent-Maersk Logistics & Services UK Ltd,"[{""description"": ""Inland Haulage Import"", ""quantity"": 2.0, ""unit_price"": 232.0, ""total"": 464.0}, {""description"": ""Terminal Handling Service - Destination"", ""quantity"": 2.0, ""unit_price"": 169.0, ""total"": 338.0}]"
13696893,error,Could not download PDF from URL for 301117020D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13689607,error,Could not download PDF from URL for 23112017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19902393,error,Could not download PDF from URL for 08012021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20233378,error,Could not download PDF from URL for 17012022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20280865,success,NA,2148992,1909164/00,2953.25,492.21,GBP,2022-03-03,NA,NA,Tetrosyl Limited,"[{""description"": ""TRIPLE QX BLUE CONC ANTI/FRZE 5LTR"", ""quantity"": 248.0, ""unit_price"": 8.38, ""total"": 2078.24}, {""description"": ""M.P. GREASE COPPER 20GM"", ""quantity"": 348.0, ""unit_price"": 1.1, ""total"": 382.8}]"
21288464,error,Could not download PDF from URL for 30042025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20249511,success,NA,UKF065353,SOUK036898,800.0,0.0,GBP,2022-01-31,NA,NA,Euro Car Parts Limited trading as VEGE UK,"[{""description"": ""GearboxFiat Fiat Doblo 1.3199A3000 /A13FD Gearbox# C510 Oem part 55225893/7"", ""quantity"": 1.0, ""unit_price"": 400.0, ""total"": 400.0}, {""description"": ""DEPOSIT"", ""quantity"": 1.0, ""unit_price"": 400.0, ""total"": 400.0}, {""description"": ""**DELIVER TO**ROYAL MAIL WORKSHOPPRIESTLEY WAYCRAWLEYRH10 9NT"", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}, {""description"": ""Unit supplied for reported incident No. SWUK005898 No claims for labour or other associated costs will be accepted until the reported unit has been returned, inspected and liability determined."", ""quantity"": 1.0, ""unit_price"": 0.0, ""total"": 0.0}]"
13806813,success,NA,2157981770,NA,690.65,115.11,GBP,2018-02-12,2018-04-30,NA,ROBERT BOSCH LTD.,"[{""description"": ""Brake Disc"", ""quantity"": 16.0, ""unit_price"": 16.09, ""total"": 257.44}, {""description"": ""Wheel Brake Cylinder"", ""quantity"": 32.0, ""unit_price"": 4.79, ""total"": 153.28}, {""description"": ""Alternator"", ""quantity"": 1.0, ""unit_price"": 119.82, ""total"": 119.82}, {""description"": ""BX core value"", ""quantity"": 1.0, ""unit_price"": 45.0, ""total"": 45.0}]"
14166094,error,Could not download PDF from URL for 14092018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21180606,success,NA,IV982601,20590,396.0,66.0,GBP,2025-01-03,NA,NA,3G Truck & Trailer Parts Ltd,"[{""description"": ""AIR TANK 60LTR 300MM DIA 912MM LENG"", ""quantity"": 6.0, ""unit_price"": 55.0, ""total"": 330.0}]"
20445410,error,Could not download PDF from URL for E3091535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14679023,success,NA,891128,802132,280.39,NA,USD,2019-09-04,2019-11-03,60,"A.P.A. Industries, Inc.","[{""description"": ""Engine Compartment Seal REF# 911 504 113 02"", ""quantity"": 5.0, ""unit_price"": 7.54, ""total"": 37.7}, {""description"": ""Jack Plug REF# 911.559.149.01"", ""quantity"": 11.0, ""unit_price"": 1.35, ""total"": 14.85}, {""description"": ""HD Convertible Top Arm End REF# 986 561 279 02-PRM"", ""quantity"": 4.0, ""unit_price"": 7.77, ""total"": 31.08}, {""description"": ""Targa Top Seal REF# 911.565.091.45"", ""quantity"": 2.0, ""unit_price"": 61.9, ""total"": 123.8}, {""description"": ""Targa Top Seal REF# 911 565 090 46"", ""quantity"": 2.0, ""unit_price"": 36.48, ""total"": 72.96}]"
